resident_id,metric_month,safehouse_id,positive_case_progress_next_month_actual,positive_case_progress_next_month_pred,positive_case_progress_next_month_score
1.0,2024-01-01,,0,0,0.18090233389224578
1.0,2024-01-01,,0,0,0.14437426472234374
1.0,2024-01-01,,0,0,0.17527964002878754
1.0,2024-01-01,,0,0,0.1912879635187273
1.0,2024-01-01,,0,0,0.3093145543438415
1.0,2024-01-01,,0,0,0.1320662601069875
1.0,2024-01-01,,0,0,0.15103429631829435
1.0,2024-01-01,,0,0,0.3977025193072426
1.0,2024-01-01,,0,0,0.24073123776591185
1.0,2024-01-01,,0,0,0.16787239005276391
1.0,2024-01-01,,0,0,0.46659696607167345
1.0,2024-01-01,,0,0,0.41514897821684654
1.0,2024-01-01,,0,0,0.1997451941701201
1.0,2024-01-01,,1,1,0.6197059136032197
1.0,2024-02-01,,0,0,0.40645992923952395
1.0,2024-02-01,,0,0,0.36259143400506494
1.0,2024-02-01,,0,0,0.33077148064519984
1.0,2024-02-01,,0,0,0.475457674239091
1.0,2024-02-01,,0,0,0.43539949146538126
1.0,2024-02-01,,0,0,0.18885737629675828
1.0,2024-02-01,,0,0,0.4257610102797829
1.0,2024-02-01,,0,0,0.43316772475967996
1.0,2024-02-01,,0,0,0.1271219735630658
1.0,2024-02-01,,0,0,0.20758406847350047
1.0,2024-02-01,,0,0,0.1469818625237108
1.0,2024-02-01,,0,0,0.3697761892234969
1.0,2024-02-01,,0,0,0.14489243676454
1.0,2024-02-01,,0,0,0.17431125796184446
1.0,2024-02-01,,0,0,0.2233536976439319
1.0,2024-02-01,,0,0,0.4748518329620111
1.0,2024-02-01,,0,0,0.407311666412793
1.0,2024-02-01,,0,0,0.2526337896794101
1.0,2024-02-01,,0,0,0.15455849184187434
1.0,2024-02-01,,0,0,0.376172982495727
1.0,2024-02-01,,0,0,0.1348838452095771
1.0,2024-02-01,,0,0,0.4330030114951681
1.0,2024-02-01,,0,0,0.14042756922631644
1.0,2024-02-01,,0,0,0.17338464406678572
1.0,2024-02-01,,0,0,0.19890415090504232
1.0,2024-02-01,,0,0,0.41990702480246417
1.0,2024-02-01,,0,0,0.3768660493656841
1.0,2024-02-01,,0,0,0.14704247433757012
1.0,2024-02-01,,0,1,0.7277658217745164
1.0,2024-02-01,4.0,0,0,0.14105375895284675
1.0,2024-02-01,4.0,0,0,0.3314418381364925
1.0,2024-02-01,4.0,0,0,0.24857238149787403
1.0,2024-02-01,4.0,0,0,0.30664778789382274
1.0,2024-02-01,4.0,0,0,0.2770512629678291
1.0,2024-02-01,4.0,0,0,0.11544247740618876
1.0,2024-02-01,4.0,0,0,0.2706527746984462
1.0,2024-02-01,4.0,0,0,0.27837539868026195
1.0,2024-02-01,4.0,0,0,0.07761911188051586
1.0,2024-02-01,4.0,0,0,0.12393999896707467
1.0,2024-02-01,4.0,0,0,0.09885150240524679
1.0,2024-02-01,4.0,0,0,0.2348176382565335
1.0,2024-02-01,4.0,0,0,0.0922890305276697
1.0,2024-02-01,4.0,0,0,0.10561763048731557
1.0,2024-02-01,4.0,0,0,0.1469316687414938
1.0,2024-02-01,4.0,0,0,0.3239862143170216
1.0,2024-02-01,4.0,0,0,0.26003281756936764
1.0,2024-02-01,4.0,0,0,0.16242770767799294
1.0,2024-02-01,4.0,0,0,0.11074571580577086
1.0,2024-02-01,4.0,0,0,0.233215768209327
1.0,2024-02-01,4.0,0,0,0.09773787006913864
1.0,2024-02-01,4.0,0,0,0.2748194237771601
1.0,2024-02-01,4.0,0,0,0.08041976305510427
1.0,2024-02-01,4.0,0,0,0.10349269722405265
1.0,2024-02-01,4.0,0,0,0.1311687171155629
1.0,2024-02-01,4.0,0,0,0.26768109080733776
1.0,2024-02-01,4.0,0,0,0.24387108408864094
1.0,2024-02-01,4.0,0,0,0.10325223017141456
1.0,2024-02-01,4.0,0,1,0.5212385486000272
1.0,2024-03-01,,0,0,0.1481272799959147
1.0,2024-03-01,,0,0,0.30844793273624665
1.0,2024-03-01,,0,0,0.15925662943136276
1.0,2024-03-01,,0,0,0.1444503825766078
1.0,2024-03-01,,0,0,0.304473652040333
1.0,2024-03-01,,0,0,0.13355851970951724
1.0,2024-03-01,,0,0,0.13172388099439228
1.0,2024-03-01,,0,0,0.16959184331107285
1.0,2024-03-01,,0,0,0.21207351315555326
1.0,2024-03-01,,0,0,0.21109896619257593
1.0,2024-03-01,,0,0,0.31853083065057175
1.0,2024-03-01,,0,0,0.30885454754282277
1.0,2024-03-01,,0,0,0.13261715516385245
1.0,2024-03-01,,0,0,0.35060172045639165
1.0,2024-03-01,,0,0,0.3570763216515969
1.0,2024-03-01,,0,0,0.11301352761456657
1.0,2024-03-01,,0,0,0.21985075601816367
1.0,2024-03-01,,0,0,0.37809720784856804
1.0,2024-03-01,,0,0,0.3228853866006444
1.0,2024-03-01,,0,0,0.2280334524684752
1.0,2024-03-01,,0,0,0.18239304918045626
1.0,2024-03-01,,0,0,0.3721847664781262
1.0,2024-03-01,,0,0,0.29938606917462285
1.0,2024-03-01,,0,0,0.1429731064688386
1.0,2024-03-01,,0,0,0.29308927638694865
1.0,2024-03-01,,0,0,0.32100539217396895
1.0,2024-03-01,,0,0,0.15691003524293368
1.0,2024-03-01,,0,0,0.39164625370929657
1.0,2024-03-01,,0,0,0.12657329423203606
1.0,2024-03-01,,0,0,0.1556051630411404
1.0,2024-03-01,,0,1,0.5460150970320489
1.0,2024-06-01,4.0,0,0,0.06443082009041151
1.0,2024-06-01,4.0,0,0,0.11551352450877408
1.0,2024-06-01,4.0,0,0,0.016933587705443308
1.0,2024-06-01,4.0,0,0,0.027399930487830647
1.0,2024-06-01,4.0,0,0,0.024691812829270552
1.0,2024-06-01,4.0,0,0,0.08536686284054443
1.0,2024-06-01,4.0,0,0,0.038602683863628445
1.0,2024-06-01,4.0,0,0,0.0708108108766194
1.0,2024-06-01,4.0,0,0,0.036870030134458026
1.0,2024-06-01,4.0,0,0,0.06840482685579745
1.0,2024-06-01,4.0,0,0,0.0553408976463185
1.0,2024-06-01,4.0,0,0,0.09713972505173492
1.0,2024-06-01,4.0,0,0,0.0417118143089629
1.0,2024-06-01,4.0,0,0,0.06058173383743297
1.0,2024-06-01,4.0,0,0,0.029381675623546093
1.0,2024-06-01,4.0,0,0,0.05211313564828271
1.0,2024-06-01,4.0,0,0,0.056768314123861005
1.0,2024-06-01,4.0,0,0,0.014315179653883701
1.0,2024-06-01,4.0,0,0,0.018150132746013292
1.0,2024-06-01,4.0,0,0,0.050756533913821414
1.0,2024-06-01,4.0,0,0,0.025479300621604622
1.0,2024-06-01,4.0,0,0,0.06082584813714845
1.0,2024-06-01,4.0,0,0,0.062117158930528535
1.0,2024-06-01,4.0,0,0,0.06586455322202599
1.0,2024-06-01,4.0,0,0,0.05660682213230095
1.0,2024-06-01,4.0,0,0,0.05057133734616173
1.0,2024-06-01,4.0,0,0,0.030131242545728527
1.0,2024-06-01,4.0,0,0,0.06243681473186655
1.0,2024-06-01,4.0,0,0,0.050600994106520365
1.0,2024-06-01,4.0,0,0,0.021624187667699857
1.0,2024-06-01,4.0,0,0,0.051769275909521184
1.0,2024-06-01,4.0,0,0,0.024488419945051274
1.0,2024-06-01,4.0,0,0,0.03321469826400979
1.0,2024-06-01,4.0,0,0,0.044106188654430285
1.0,2024-06-01,4.0,0,0,0.129946027350048
1.0,2025-04-01,4.0,0,0,0.03789430889776345
1.0,2025-04-01,4.0,0,0,0.04834715696877165
1.0,2025-04-01,4.0,0,0,0.016739780116380956
1.0,2025-04-01,4.0,0,0,0.04175649157491351
1.0,2025-04-01,4.0,0,0,0.02675160433158675
1.0,2025-04-01,4.0,0,0,0.011238533549776844
1.0,2025-04-01,4.0,0,0,0.018782808398393996
1.0,2025-04-01,4.0,0,0,0.01357839344386575
1.0,2025-04-01,4.0,0,0,0.02346410418725716
1.0,2025-04-01,4.0,0,0,0.017305283831811423
1.0,2025-04-01,4.0,0,0,0.03191994198041777
1.0,2025-04-01,4.0,0,0,0.018801963631899413
1.0,2025-04-01,4.0,0,0,0.014970101145958013
1.0,2025-04-01,4.0,0,0,0.01650331733274068
1.0,2025-04-01,4.0,0,0,0.02281571153311242
1.0,2025-04-01,4.0,0,0,0.03708477156164016
1.0,2025-04-01,4.0,0,0,0.04843827742470102
1.0,2025-04-01,4.0,0,0,0.05431228352643807
1.0,2025-04-01,4.0,0,0,0.02118221856809842
1.0,2025-04-01,4.0,0,0,0.042258969065510944
1.0,2025-04-01,4.0,0,0,0.037365035894335465
1.0,2025-04-01,4.0,0,0,0.048186975792496284
1.0,2025-04-01,4.0,0,0,0.02707346704729364
1.0,2025-04-01,4.0,0,0,0.016833474534630622
1.0,2025-04-01,4.0,0,0,0.010987439493493949
1.0,2025-04-01,4.0,0,0,0.015813203167801434
1.0,2025-04-01,4.0,0,0,0.015744626999863783
1.0,2025-04-01,4.0,0,0,0.05017101393509009
1.0,2025-04-01,4.0,0,0,0.029502329727306546
1.0,2025-04-01,4.0,0,0,0.04426549267976955
1.0,2025-04-01,4.0,0,0,0.019726567560651113
1.0,2025-04-01,4.0,0,0,0.01752753845490679
1.0,2025-04-01,4.0,0,0,0.013127299111169664
1.0,2025-04-01,4.0,0,0,0.028457965581609432
1.0,2025-04-01,4.0,0,0,0.027122850282308063
1.0,2025-04-01,4.0,0,0,0.03543875823419195
1.0,2025-04-01,4.0,0,0,0.040921338021608585
1.0,2025-04-01,4.0,0,0,0.011167720748507462
1.0,2025-04-01,4.0,0,0,0.17272491526852263
1.0,2026-02-01,4.0,0,0,0.026975411519810436
1.0,2026-02-01,4.0,0,0,0.02158720124493538
1.0,2026-02-01,4.0,0,0,0.02883694883779695
1.0,2026-02-01,4.0,0,0,0.02133172143463615
1.0,2026-02-01,4.0,0,0,0.010927870017656596
1.0,2026-02-01,4.0,0,0,0.01260640740033107
1.0,2026-02-01,4.0,0,0,0.023622268992144323
1.0,2026-02-01,4.0,0,0,0.02379795513100045
1.0,2026-02-01,4.0,0,0,0.03060696741242967
1.0,2026-02-01,4.0,0,0,0.038461996309986556
1.0,2026-02-01,4.0,0,0,0.023708050415980134
1.0,2026-02-01,4.0,0,0,0.04807879501583143
1.0,2026-02-01,4.0,0,0,0.02476676474760367
1.0,2026-02-01,4.0,0,0,0.029142294642411755
1.0,2026-02-01,4.0,0,0,0.020187321916389986
1.0,2026-02-01,4.0,0,0,0.020401136832406585
1.0,2026-02-01,4.0,0,0,0.019026517658546696
1.0,2026-02-01,4.0,0,0,0.013628654050559467
1.0,2026-02-01,4.0,0,0,0.03261652348725129
1.0,2026-02-01,4.0,0,0,0.0419703371519353
1.0,2026-02-01,4.0,0,0,0.03736651708085016
1.0,2026-02-01,4.0,0,0,0.031439177384605985
1.0,2026-02-01,4.0,0,0,0.03128153121143702
1.0,2026-02-01,4.0,0,0,0.032460026719150076
1.0,2026-02-01,4.0,0,0,0.029820478542450034
1.0,2026-02-01,4.0,0,0,0.03457986852515347
1.0,2026-02-01,4.0,0,0,0.026046473063510215
1.0,2026-02-01,4.0,0,0,0.03963178087881827
1.0,2026-02-01,4.0,0,0,0.015378244779262107
1.0,2026-02-01,4.0,0,0,0.0216813936936613
1.0,2026-02-01,4.0,0,0,0.026747981416563177
1.0,2026-02-01,4.0,0,0,0.03816600291577308
1.0,2026-02-01,4.0,0,0,0.02612756193699805
2.0,2023-03-01,,0,0,0.4027978590481644
2.0,2023-03-01,,0,0,0.3330909097169173
2.0,2023-03-01,,0,0,0.12644251168169363
2.0,2023-03-01,,0,0,0.22670982945917678
2.0,2023-03-01,,0,0,0.30144336510236186
2.0,2023-03-01,,1,1,0.7674316347690546
2.0,2023-04-01,,0,0,0.45092548701594537
2.0,2023-04-01,,0,0,0.39669806644441846
2.0,2023-04-01,,0,0,0.3947283734608452
2.0,2023-04-01,,0,0,0.3777467422824528
2.0,2023-04-01,,0,0,0.4274705136740073
2.0,2023-04-01,,0,0,0.41548714369884227
2.0,2023-04-01,,0,1,0.5637319479467416
2.0,2023-04-01,,1,1,0.6987009376484075
2.0,2023-05-01,,0,1,0.5559376306221009
2.0,2023-05-01,,0,1,0.5810025707441121
2.0,2023-05-01,,0,1,0.571893815211337
2.0,2023-05-01,,0,1,0.5631846983849604
2.0,2023-05-01,,0,0,0.43713375055687015
2.0,2023-05-01,,0,1,0.5077924622070241
2.0,2023-05-01,,0,0,0.33674826682316705
2.0,2023-05-01,,1,1,0.629489777532936
2.0,2023-06-01,,0,0,0.49699055046777074
2.0,2023-06-01,,0,0,0.47308465318824977
2.0,2023-06-01,,0,0,0.39106646646614807
2.0,2023-06-01,,0,0,0.4348676659879856
2.0,2023-06-01,,0,0,0.39059281471253093
2.0,2023-06-01,,0,0,0.2788082348979585
2.0,2023-06-01,,0,0,0.4062705584330911
2.0,2023-06-01,,0,0,0.3154813399184201
2.0,2023-06-01,,0,1,0.5352779488309461
2.0,2023-06-01,,0,1,0.5601133702959394
2.0,2023-06-01,,1,1,0.6553319596645245
2.0,2023-07-01,,0,0,0.4936874186691916
2.0,2023-07-01,,0,1,0.5973129791884129
2.0,2023-07-01,,0,0,0.3820352816299537
2.0,2023-07-01,,0,0,0.3576782850016178
2.0,2023-07-01,,0,0,0.1434130894234812
2.0,2023-07-01,,0,0,0.4335373824960441
2.0,2023-07-01,,0,0,0.20796598420518334
2.0,2023-07-01,,0,0,0.18471355224528638
2.0,2023-07-01,,0,0,0.26155592210211603
2.0,2023-07-01,,0,0,0.4477796929873114
2.0,2023-07-01,,0,1,0.5226917363218763
2.0,2023-07-01,,0,0,0.46839107230168875
2.0,2023-07-01,,1,1,0.753269307195033
2.0,2023-08-01,,0,0,0.43765004434899035
2.0,2023-08-01,,0,1,0.5277589925196555
2.0,2023-08-01,,0,0,0.40173605874513735
2.0,2023-08-01,,0,0,0.4442920218436739
2.0,2023-08-01,,0,0,0.4760282014643664
2.0,2023-08-01,,0,0,0.26623999939008447
2.0,2023-08-01,,0,0,0.4135595079558901
2.0,2023-08-01,,0,0,0.22314113259224563
2.0,2023-08-01,,0,0,0.17872553994637627
2.0,2023-08-01,,0,0,0.2158336910027117
2.0,2023-08-01,,0,0,0.42509528425374454
2.0,2023-08-01,,0,0,0.37011631854124555
2.0,2023-08-01,,0,0,0.23238744335764172
2.0,2023-08-01,,0,0,0.20274241669942378
2.0,2023-08-01,,1,1,0.7051566360561611
2.0,2023-09-01,,0,0,0.4423073479421334
2.0,2023-09-01,,0,1,0.5233780750743892
2.0,2023-09-01,,0,0,0.48675187175559625
2.0,2023-09-01,,0,0,0.33217460962647694
2.0,2023-09-01,,0,0,0.3916421846065694
2.0,2023-09-01,,0,0,0.14238275258424754
2.0,2023-09-01,,0,1,0.5068972272761764
2.0,2023-09-01,,0,0,0.20074725059458934
2.0,2023-09-01,,0,0,0.45312286945473995
2.0,2023-09-01,,0,0,0.35073928947501626
2.0,2023-09-01,,0,0,0.443784355978319
2.0,2023-09-01,,0,0,0.378779980830123
2.0,2023-09-01,,0,0,0.3720211171945254
2.0,2023-09-01,,0,0,0.21706047829301006
2.0,2023-09-01,,0,0,0.18928549039806436
2.0,2023-09-01,,0,0,0.2308868629632046
2.0,2023-09-01,,0,0,0.37498507891124105
2.0,2023-09-01,,0,0,0.4665636026754557
2.0,2023-09-01,,1,1,0.7130248908864807
2.0,2023-10-01,,0,0,0.3624304606415288
2.0,2023-10-01,,0,0,0.3410597161271865
2.0,2023-10-01,,0,0,0.1321054550493573
2.0,2023-10-01,,0,0,0.09130151378073645
2.0,2023-10-01,,0,0,0.3776723170738274
2.0,2023-10-01,,0,0,0.23485185990702878
2.0,2023-10-01,,0,0,0.4438477272834365
2.0,2023-10-01,,0,0,0.3565474708194007
2.0,2023-10-01,,0,0,0.33310713833717487
2.0,2023-10-01,,0,0,0.09975413452483405
2.0,2023-10-01,,0,0,0.14067487349450622
2.0,2023-10-01,,0,0,0.13027355182496034
2.0,2023-10-01,,0,0,0.15797370599504035
2.0,2023-10-01,,0,0,0.1020392597701537
2.0,2023-10-01,,0,0,0.29432331617128643
2.0,2023-10-01,,0,0,0.11466400378159858
2.0,2023-10-01,,0,0,0.3722407439748389
2.0,2023-10-01,,0,0,0.10594179146370758
2.0,2023-10-01,,0,0,0.14289952143251292
2.0,2023-10-01,,0,0,0.1302221158056343
2.0,2023-10-01,,0,0,0.4840342656135155
2.0,2023-11-01,,0,0,0.08402906179826175
2.0,2023-11-01,,0,0,0.13605836116155157
2.0,2023-11-01,,0,0,0.1504477377834336
2.0,2023-11-01,,0,0,0.21229117528982097
2.0,2023-11-01,,0,0,0.09386151880051484
2.0,2023-11-01,,0,0,0.21037431868711046
2.0,2023-11-01,,0,0,0.1450537668235642
2.0,2023-11-01,,0,0,0.32874678935714396
2.0,2023-11-01,,0,0,0.1336478479143292
2.0,2023-11-01,,0,0,0.31043314498539476
2.0,2023-11-01,,0,0,0.13313039518613135
2.0,2023-11-01,,0,0,0.13989435134107275
2.0,2023-11-01,,0,0,0.3979920217800729
2.0,2023-11-01,,0,0,0.39070421599513705
2.0,2023-11-01,,0,0,0.32670745028332826
2.0,2023-11-01,,0,0,0.4112113263694039
2.0,2023-11-01,,0,0,0.14674211774936613
2.0,2023-11-01,,0,0,0.4199760778461049
2.0,2023-11-01,,0,0,0.20721713784790632
2.0,2023-11-01,,0,0,0.3750717290838797
2.0,2023-11-01,,0,0,0.19911744965291378
2.0,2023-11-01,,0,0,0.41867976099599424
2.0,2023-11-01,,0,1,0.640038996665147
2.0,2023-12-01,,0,0,0.435223265513586
2.0,2023-12-01,,0,0,0.24187501658736021
2.0,2023-12-01,,0,0,0.13261983585737153
2.0,2023-12-01,,0,0,0.1294490338952346
2.0,2023-12-01,,0,0,0.1256648829530766
2.0,2023-12-01,,0,0,0.14866549731488737
2.0,2023-12-01,,0,0,0.18620576776680334
2.0,2023-12-01,,0,0,0.15517220281123145
2.0,2023-12-01,,0,0,0.3764743083535796
2.0,2023-12-01,,0,0,0.22753160103572537
2.0,2023-12-01,,0,0,0.3001913607013881
2.0,2023-12-01,,0,0,0.11608048085997287
2.0,2023-12-01,,0,0,0.2366300773910381
2.0,2023-12-01,,0,0,0.33307041961616224
2.0,2023-12-01,,0,0,0.31791258707344944
2.0,2023-12-01,,0,0,0.23770800716479037
2.0,2023-12-01,,0,0,0.32528267681344974
2.0,2023-12-01,,0,0,0.3186244343988081
2.0,2023-12-01,,0,0,0.09932998253420042
2.0,2023-12-01,,0,0,0.4601969189767783
2.0,2023-12-01,,0,0,0.1968689806719982
2.0,2023-12-01,,0,0,0.4403578700293904
2.0,2023-12-01,,0,1,0.5863977455216877
3.0,2024-05-01,,0,0,0.3170192481142332
3.0,2024-05-01,,0,0,0.2733794997366889
3.0,2024-05-01,,0,0,0.25501796370883717
3.0,2024-05-01,,0,0,0.33070250964244663
3.0,2024-05-01,,0,0,0.38364296234015743
3.0,2024-05-01,,0,0,0.34203619485210435
3.0,2024-05-01,,0,0,0.0709393653422749
3.0,2024-05-01,,0,0,0.2853200019837506
3.0,2024-05-01,,0,0,0.1934291165359745
3.0,2024-05-01,,0,0,0.3933099747986807
3.0,2024-05-01,,0,0,0.382528079485025
3.0,2024-05-01,,0,0,0.31319749429624566
3.0,2024-05-01,,0,0,0.12970152752249647
3.0,2024-05-01,,0,0,0.1694091928969153
3.0,2024-05-01,,0,0,0.14013747862030004
3.0,2024-05-01,,0,0,0.3731929298049619
3.0,2024-05-01,,0,0,0.23277608644160958
3.0,2024-05-01,,0,0,0.1603853081185339
3.0,2024-05-01,,0,0,0.4268741454604685
3.0,2024-05-01,,0,0,0.23907532061747236
3.0,2024-05-01,,0,0,0.399443413683062
3.0,2024-05-01,,0,0,0.15578287819104628
3.0,2024-05-01,,0,0,0.21221561037370001
3.0,2024-05-01,,0,0,0.4138730430430345
3.0,2024-05-01,,0,0,0.3383955104968018
3.0,2024-05-01,,0,0,0.2280978966614018
3.0,2024-05-01,,0,0,0.2206488268412296
3.0,2024-05-01,,0,0,0.3689977677555383
3.0,2024-05-01,,0,0,0.42583551148874915
3.0,2024-05-01,,0,0,0.22551457148972892
3.0,2024-05-01,,0,0,0.4176585342787148
3.0,2024-05-01,,0,0,0.45652510324659573
3.0,2024-05-01,,0,0,0.2889364471986536
3.0,2024-05-01,,0,1,0.5799893123807565
3.0,2024-06-01,,0,0,0.4447164562601961
3.0,2024-06-01,,0,0,0.20484256354843414
3.0,2024-06-01,,0,0,0.16923397047657804
3.0,2024-06-01,,0,0,0.22971520928550895
3.0,2024-06-01,,0,0,0.2211218264209595
3.0,2024-06-01,,0,1,0.5147276644475758
3.0,2024-06-01,,0,0,0.23985211050897465
3.0,2024-06-01,,0,0,0.4969946116986516
3.0,2024-06-01,,0,0,0.26993889057183085
3.0,2024-06-01,,0,1,0.5237569086512056
3.0,2024-06-01,,0,0,0.4561090213849208
3.0,2024-06-01,,0,1,0.5753414076556512
3.0,2024-06-01,,0,0,0.41311867130148666
3.0,2024-06-01,,0,0,0.40967456181977996
3.0,2024-06-01,,0,0,0.23075264768399914
3.0,2024-06-01,,0,0,0.4621768089464676
3.0,2024-06-01,,0,0,0.46955137800624036
3.0,2024-06-01,,0,0,0.0995387489830359
3.0,2024-06-01,,0,0,0.15744816412466375
3.0,2024-06-01,,0,0,0.43838005151585907
3.0,2024-06-01,,0,0,0.22356801793808026
3.0,2024-06-01,,0,0,0.4759555347585001
3.0,2024-06-01,,0,0,0.47196627798950563
3.0,2024-06-01,,0,0,0.446481759545579
3.0,2024-06-01,,0,0,0.45274937196385656
3.0,2024-06-01,,0,0,0.4306941124365627
3.0,2024-06-01,,0,0,0.24517642668696824
3.0,2024-06-01,,0,1,0.5337792817383342
3.0,2024-06-01,,0,0,0.4248532021422121
3.0,2024-06-01,,0,0,0.20773665614895373
3.0,2024-06-01,,0,0,0.47464895827860515
3.0,2024-06-01,,0,0,0.20817447255211358
3.0,2024-06-01,,0,0,0.25628781077949425
3.0,2024-06-01,,0,0,0.2995633192702771
3.0,2024-06-01,,1,1,0.69100543343557
3.0,2024-07-01,,0,1,0.5156216844651478
3.0,2024-07-01,,0,1,0.503151771885977
3.0,2024-07-01,,0,0,0.2934760733217425
3.0,2024-07-01,,0,0,0.47018133028094417
3.0,2024-07-01,,0,1,0.5064768881912688
3.0,2024-07-01,,0,0,0.22008719486038944
3.0,2024-07-01,,0,0,0.32517061385455953
3.0,2024-07-01,,0,0,0.22554162509714942
3.0,2024-07-01,,0,0,0.24907476260950162
3.0,2024-07-01,,0,0,0.25551459072317945
3.0,2024-07-01,,0,1,0.6187878846228675
3.0,2024-07-01,,0,0,0.42285140486158274
3.0,2024-07-01,,0,1,0.5266356424696392
3.0,2024-07-01,,0,1,0.5107096689875686
3.0,2024-07-01,,0,0,0.44370022835728284
3.0,2024-07-01,,0,0,0.21521462880000597
3.0,2024-07-01,,0,0,0.11004627480584381
3.0,2024-07-01,,0,0,0.25015291539901546
3.0,2024-07-01,,0,0,0.2067275249444548
3.0,2024-07-01,,0,0,0.46630499074724685
3.0,2024-07-01,,0,1,0.5858708846740935
3.0,2024-07-01,,0,0,0.21864307910735767
3.0,2024-07-01,,0,0,0.44521229145296315
3.0,2024-07-01,,0,1,0.5252092828866243
3.0,2024-07-01,,0,0,0.15685496143961808
3.0,2024-07-01,,0,0,0.49062449288868765
3.0,2024-07-01,,0,0,0.11485716153048109
3.0,2024-07-01,,0,0,0.21058599484944085
3.0,2024-07-01,,0,1,0.5152270661724909
3.0,2024-07-01,,0,1,0.5372773536813458
3.0,2024-07-01,,0,0,0.40919968703366594
3.0,2024-07-01,,0,0,0.18739230977881938
